Lever position,Ship speed,Gas Turbine (GT) shaft torque (GTT) ,GT rate of revolutions (GTn),Gas Generator rate of revolutions (GGn),Starboard Propeller Torque (Ts) ,Hight Pressure (HP) Turbine exit temperature (T48) ,GT Compressor outlet air temperature (T2) ,HP Turbine exit pressure (P48) ,GT Compressor outlet air pressure (P2),GT exhaust gas pressure (Pexh) ,Turbine Injecton Control (TIC) ,Fuel flow (mf),GT Compressor decay state coefficient,GT Turbine decay state coefficient
6.18,18,29800,2310,8800,246,760,663,2.51,13.2,1.03,33.4,0.662,0.989,0.993
7.15,21,39000,2680,9120,332,810,685,2.98,15.5,1.04,43,0.852,0.989,0.993
8.21,24,51000,3090,9300,438,907,726,3.59,18.4,1.04,59.2,1.17,0.989,0.993
9.3,27,72800,3560,9750,645,1060,772,4.53,22.6,1.05,87.6,1.73,0.989,0.993
1.14,3,4900,1400,6680,10.6,570,563,1.27,6.82,1.02,0.05,0.213,0.989,0.994
2.09,6,6930,1380,6790,28.2,600,570,1.33,7.16,1.02,8.79,0.261,0.989,0.994
3.14,9,8380,1390,7070,60.3,573,576,1.39,7.45,1.02,11.8,0.233,0.989,0.994
4.16,12,14700,1550,7740,114,627,602,1.66,8.87,1.02,16.6,0.328,0.989,0.994
5.14,15,21600,1920,8470,175,693,633,2.09,11,1.03,24.4,0.483,0.989,0.994
6.18,18,29800,2310,8810,246,759,663,2.51,13.2,1.03,33.4,0.661,0.989,0.994
7.15,21,39000,2680,9120,332,809,685,2.98,15.5,1.04,43,0.851,0.989,0.994
8.21,24,51000,3090,9300,438,906,726,3.59,18.4,1.04,59.1,1.17,0.989,0.994
9.3,27,72800,3560,9750,645,1060,772,4.52,22.6,1.05,87.5,1.73,0.989,0.994
1.14,3,6920,1360,6660,8.27,632,570,1.32,7.12,1.02,10.1,0.297,0.989,0.995
2.09,6,6940,1380,6790,28,600,570,1.33,7.15,1.02,9.38,0.261,0.989,0.995
3.14,9,8380,1390,7070,60.3,572,576,1.39,7.45,1.02,11.8,0.233,0.989,0.995
4.16,12,14700,1550,7740,114,626,602,1.66,8.86,1.02,16.6,0.328,0.989,0.995
5.14,15,21600,1920,8480,175,692,632,2.09,11,1.03,24.3,0.482,0.989,0.995
6.18,18,29800,2310,8810,246,758,662,2.51,13.2,1.03,33.3,0.659,0.989,0.995
7.15,21,39000,2680,9120,332,808,684,2.98,15.5,1.04,42.9,0.849,0.989,0.995
8.21,24,51000,3090,9300,438,905,726,3.59,18.4,1.04,59,1.17,0.989,0.995
9.3,27,72800,3560,9750,645,1050,772,4.52,22.5,1.05,87.4,1.73,0.989,0.995
1.14,3,3640,1320,6630,5.59,558,557,1.21,6.52,1.02,30.2,0.22,0.989,0.996
2.09,6,6950,1370,6790,27.9,599,570,1.33,7.15,1.02,9.82,0.261,0.989,0.996
3.14,9,8380,1390,7080,60.3,572,576,1.39,7.44,1.02,11.7,0.232,0.989,0.996
4.16,12,14700,1550,7750,114,625,602,1.66,8.86,1.02,16.5,0.327,0.989,0.996
5.14,15,21600,1920,8480,175,691,632,2.09,11,1.03,24.3,0.481,0.989,0.996
6.18,18,29800,2310,8810,246,757,662,2.51,13.1,1.03,33.2,0.658,0.989,0.996
7.15,21,39000,2680,9120,332,807,684,2.98,15.5,1.04,42.8,0.847,0.989,0.996
8.21,24,51000,3090,9300,438,904,726,3.59,18.3,1.04,58.9,1.17,0.989,0.996
9.3,27,72800,3560,9750,645,1050,772,4.52,22.5,1.05,87.3,1.73,0.989,0.996
1.14,3,638,1340,6640,6.61,456,542,1.11,5.91,1.02,15.2,0.091,0.989,0.997
2.09,6,6940,1370,6790,27.1,599,570,1.33,7.13,1.02,11.6,0.263,0.989,0.997
3.14,9,8380,1390,7080,60.3,571,576,1.39,7.43,1.02,11.7,0.232,0.989,0.997
4.16,12,14700,1550,7750,114,625,602,1.66,8.85,1.02,16.5,0.326,0.989,0.997
5.14,15,21600,1920,8480,175,690,632,2.09,11,1.03,24.2,0.479,0.989,0.997
6.18,18,29800,2310,8810,246,756,662,2.51,13.1,1.03,33.2,0.656,0.989,0.997
7.15,21,39000,2680,9120,332,806,684,2.98,15.4,1.04,42.7,0.846,0.989,0.997
8.21,24,51000,3090,9300,438,903,726,3.59,18.3,1.04,58.8,1.16,0.989,0.997
9.3,27,72800,3560,9750,645,1050,772,4.52,22.5,1.05,87.2,1.73,0.989,0.997
1.14,3,831,1360,6660,8.25,449,543,1.12,5.95,1.02,0,0.072,0.989,0.998
2.09,6,6920,1370,6800,26.8,599,570,1.33,7.12,1.02,12.7,0.263,0.989,0.998
3.14,9,8380,1390,7080,60.3,570,576,1.39,7.43,1.02,11.7,0.231,0.989,0.998
4.16,12,14700,1550,7750,114,624,602,1.66,8.84,1.02,16.4,0.325,0.989,0.998
5.14,15,21600,1920,8480,175,689,632,2.08,11,1.03,24.2,0.478,0.989,0.998
6.18,18,29800,2310,8810,246,755,662,2.51,13.1,1.03,33.1,0.655,0.989,0.998
7.15,21,39000,2680,9130,332,805,684,2.98,15.4,1.04,42.6,0.844,0.989,0.998
8.21,24,51000,3090,9310,438,902,726,3.59,18.3,1.04,58.7,1.16,0.989,0.998
9.3,27,72800,3560,9750,645,1050,772,4.52,22.4,1.05,87.1,1.72,0.989,0.998
1.14,3,1260,1380,6670,9.21,461,545,1.14,6.05,1.02,0,0.086,0.989,0.999
2.09,6,6830,1370,6800,26.1,597,569,1.33,7.1,1.02,14.5,0.262,0.989,0.999
3.14,9,8380,1390,7080,60.3,569,576,1.39,7.42,1.02,11.6,0.23,0.989,0.999
4.16,12,14700,1550,7750,114,623,602,1.66,8.83,1.02,16.4,0.324,0.989,0.999
5.14,15,21600,1920,8480,175,688,632,2.08,11,1.03,24.1,0.477,0.989,0.999
6.18,18,29800,2310,8810,246,754,662,2.51,13.1,1.03,33,0.654,0.989,0.999
7.15,21,39000,2680,9130,332,804,684,2.98,15.4,1.04,42.6,0.843,0.989,0.999
8.21,24,51000,3090,9310,438,901,726,3.59,18.3,1.04,58.6,1.16,0.989,0.999
9.3,27,72800,3560,9750,645,1050,772,4.52,22.4,1.05,87,1.72,0.989,0.999
1.14,3,2040,1400,6690,10.4,482,550,1.17,6.22,1.02,0,0.111,0.989,1
2.09,6,6670,1360,6790,25.2,593,568,1.32,7.06,1.02,16.8,0.259,0.989,1
3.14,9,8380,1390,7090,60.3,569,576,1.39,7.41,1.02,11.6,0.23,0.989,1
4.16,12,14700,1550,7750,114,622,601,1.66,8.82,1.02,16.3,0.324,0.989,1
5.14,15,21600,1920,8480,175,687,632,2.08,11,1.03,24.1,0.476,0.989,1
6.18,18,29800,2310,8810,246,753,661,2.51,13.1,1.03,33,0.652,0.989,1
7.15,21,39000,2680,9130,332,803,684,2.98,15.4,1.04,42.5,0.841,0.989,1
8.21,24,51000,3090,9310,438,900,725,3.59,18.3,1.04,58.5,1.16,0.989,1
9.3,27,72800,3560,9750,645,1050,771,4.52,22.4,1.05,86.9,1.72,0.989,1
1.14,3,2560,1370,6610,8.49,522,555,1.19,6.46,1.02,8.05,0.156,0.99,0.975
2.09,6,4230,1390,6750,31,536,563,1.26,6.82,1.02,0,0.166,0.99,0.975
3.14,9,8370,1390,7020,60.3,588,579,1.39,7.59,1.02,12.4,0.246,0.99,0.975
4.16,12,14700,1550,7700,114,643,605,1.67,9.05,1.02,17.4,0.344,0.99,0.975
5.14,15,21600,1920,8460,175,710,636,2.09,11.3,1.03,25.4,0.503,0.99,0.975
6.18,18,29800,2310,8790,246,779,667,2.52,13.4,1.03,34.7,0.687,0.99,0.975
7.15,21,39000,2680,9110,332,828,688,2.99,15.8,1.04,44.5,0.88,0.99,0.975
8.21,24,51000,3090,9290,438,926,729,3.61,18.8,1.04,60.9,1.21,0.99,0.975
9.3,27,72800,3560,9730,645,1070,775,4.55,23.1,1.05,89.4,1.77,0.99,0.975
1.14,3,3240,1350,6600,7.78,548,558,1.21,6.59,1.02,15.9,0.192,0.99,0.976
2.09,6,4410,1390,6750,31.3,540,564,1.26,6.85,1.02,0,0.172,0.99,0.976
3.14,9,8370,1390,7020,60.3,587,579,1.39,7.59,1.02,12.4,0.245,0.99,0.976
4.16,12,14700,1550,7700,114,642,605,1.67,9.04,1.02,17.3,0.343,0.99,0.976
5.14,15,21600,1920,8460,175,709,636,2.09,11.2,1.03,25.4,0.502,0.99,0.976
6.18,18,29800,2310,8790,246,778,666,2.52,13.4,1.03,34.6,0.686,0.99,0.976
7.15,21,39000,2680,9110,332,827,687,2.99,15.8,1.04,44.4,0.879,0.99,0.976
8.21,24,51000,3090,9300,438,924,729,3.6,18.7,1.04,60.8,1.2,0.99,0.976
9.3,27,72800,3560,9730,645,1070,775,4.55,23,1.05,89.3,1.77,0.99,0.976
1.14,3,3020,1350,6600,7.7,541,557,1.2,6.54,1.02,16,0.184,0.99,0.977
2.09,6,4690,1390,6760,31.5,547,565,1.27,6.89,1.02,0,0.181,0.99,0.977
3.14,9,8370,1390,7030,60.3,586,579,1.39,7.58,1.02,12.3,0.244,0.99,0.977
4.16,12,14700,1550,7710,114,641,605,1.67,9.03,1.02,17.3,0.342,0.99,0.977
5.14,15,21600,1920,8460,175,708,635,2.09,11.2,1.03,25.3,0.501,0.99,0.977
6.18,18,29800,2310,8790,246,777,666,2.52,13.4,1.03,34.6,0.684,0.99,0.977
7.15,21,39000,2680,9110,332,826,687,2.99,15.8,1.04,44.3,0.877,0.99,0.977
8.21,24,51000,3090,9300,438,923,729,3.6,18.7,1.04,60.7,1.2,0.99,0.977
9.3,27,72800,3560,9730,645,1070,775,4.55,23,1.05,89.2,1.77,0.99,0.977
1.14,3,3770,1350,6610,7.66,563,560,1.23,6.67,1.02,16.9,0.212,0.99,0.978
2.09,6,4810,1390,6760,31.6,550,565,1.27,6.91,1.02,0,0.184,0.99,0.978
3.14,9,8370,1390,7030,60.3,585,578,1.39,7.57,1.02,12.3,0.244,0.99,0.978
4.16,12,14700,1550,7710,114,640,605,1.67,9.02,1.02,17.3,0.341,0.99,0.978
5.14,15,21600,1920,8460,175,707,635,2.09,11.2,1.03,25.2,0.5,0.99,0.978
6.18,18,29800,2310,8790,246,776,666,2.52,13.4,1.03,34.5,0.683,0.99,0.978
7.15,21,39000,2680,9110,332,825,687,2.99,15.8,1.04,44.2,0.875,0.99,0.978
8.21,24,51000,3090,9300,438,922,729,3.6,18.7,1.04,60.6,1.2,0.99,0.978
9.3,27,72800,3560,9730,645,1070,774,4.54,23,1.05,89.1,1.76,0.99,0.978
1.14,3,4550,1380,6630,9.11,576,563,1.26,6.83,1.02,5.82,0.219,0.99,0.979
2.09,6,5060,1400,6760,31.6,556,566,1.28,6.95,1.02,0,0.192,0.99,0.979
3.14,9,8370,1390,7030,60.3,585,578,1.39,7.56,1.02,12.3,0.243,0.99,0.979
4.16,12,14700,1550,7710,114,640,605,1.67,9.01,1.02,17.2,0.341,0.99,0.979
5.14,15,21600,1920,8460,175,706,635,2.09,11.2,1.03,25.2,0.499,0.99,0.979
6.18,18,29800,2310,8790,246,775,666,2.52,13.4,1.03,34.4,0.682,0.99,0.979
7.15,21,39000,2680,9120,332,824,687,2.99,15.7,1.04,44.1,0.874,0.99,0.979
8.21,24,51000,3090,9300,438,921,729,3.6,18.7,1.04,60.5,1.2,0.99,0.979
9.3,27,72800,3560,9740,645,1070,774,4.54,23,1.05,89,1.76,0.99,0.979
1.14,3,3840,1390,6640,9.71,553,561,1.24,6.7,1.02,4.74,0.191,0.99,0.98
2.09,6,5270,1400,6770,31.7,561,567,1.29,6.99,1.02,0,0.199,0.99,0.98
3.14,9,8370,1390,7030,60.3,584,578,1.39,7.56,1.02,12.2,0.242,0.99,0.98
4.16,12,14700,1550,7710,114,639,604,1.67,9,1.02,17.2,0.34,0.99,0.98
5.14,15,21600,1920,8460,175,705,635,2.09,11.2,1.03,25.1,0.498,0.99,0.98
6.18,18,29800,2310,8790,246,774,666,2.52,13.4,1.03,34.4,0.68,0.99,0.98
7.15,21,39000,2680,9120,332,823,687,2.99,15.7,1.04,44.1,0.872,0.99,0.98
8.21,24,51000,3090,9300,438,920,728,3.6,18.7,1.04,60.4,1.2,0.99,0.98
9.3,27,72800,3560,9740,645,1070,774,4.54,22.9,1.05,88.9,1.76,0.99,0.98
1.14,3,4130,1390,6640,9.66,561,562,1.24,6.75,1.02,4.58,0.2,0.99,0.981
2.09,6,5420,1390,6770,31.6,564,567,1.29,7,1.02,0,0.203,0.99,0.981
3.14,9,8370,1390,7040,60.3,583,578,1.39,7.55,1.02,12.2,0.242,0.99,0.981
4.16,12,14700,1550,7710,114,638,604,1.66,8.99,1.02,17.1,0.339,0.99,0.981
5.14,15,21600,1920,8460,175,704,635,2.09,11.2,1.03,25.1,0.496,0.99,0.981
6.18,18,29800,2310,8790,246,773,665,2.51,13.3,1.03,34.3,0.679,0.99,0.981
7.15,21,39000,2680,9120,332,822,687,2.99,15.7,1.04,44,0.871,0.99,0.981
8.21,24,51000,3090,9300,438,919,728,3.6,18.6,1.04,60.3,1.19,0.99,0.981
9.3,27,72800,3560,9740,645,1070,774,4.54,22.9,1.05,88.8,1.76,0.99,0.981
1.14,3,4730,1380,6640,9.33,578,564,1.26,6.85,1.02,4.82,0.221,0.99,0.982
2.09,6,5690,1390,6770,31.5,571,568,1.3,7.04,1.02,0,0.212,0.99,0.982
3.14,9,8380,1390,7040,60.3,582,578,1.39,7.54,1.02,12.2,0.241,0.99,0.982
4.16,12,14700,1550,7720,114,637,604,1.66,8.98,1.02,17.1,0.338,0.99,0.982
5.14,15,21600,1920,8460,175,704,634,2.09,11.2,1.03,25,0.495,0.99,0.982
6.18,18,29800,2310,8790,246,772,665,2.51,13.3,1.03,34.2,0.677,0.99,0.982
7.15,21,39000,2680,9120,332,821,686,2.99,15.7,1.04,43.9,0.869,0.99,0.982
8.21,24,51000,3090,9300,438,918,728,3.6,18.6,1.04,60.2,1.19,0.99,0.982
9.3,27,72800,3560,9740,645,1060,774,4.54,22.9,1.05,88.7,1.76,0.99,0.982
1.14,3,5230,1370,6630,8.71,594,565,1.28,6.92,1.02,8.17,0.245,0.99,0.983
2.09,6,5680,1390,6770,31.5,570,568,1.3,7.03,1.02,0,0.211,0.99,0.983
3.14,9,8380,1390,7040,60.3,581,578,1.39,7.53,1.02,12.1,0.24,0.99,0.983
4.16,12,14700,1550,7720,114,636,604,1.66,8.97,1.02,17,0.337,0.99,0.983
5.14,15,21600,1920,8460,175,703,634,2.09,11.2,1.03,25,0.494,0.99,0.983
6.18,18,29800,2310,8790,246,771,665,2.51,13.3,1.03,34.1,0.676,0.99,0.983
7.15,21,39000,2680,9120,332,820,686,2.99,15.7,1.04,43.8,0.867,0.99,0.983
8.21,24,51000,3090,9300,438,917,728,3.6,18.6,1.04,60.1,1.19,0.99,0.983
9.3,27,72800,3560,9740,645,1060,774,4.54,22.9,1.05,88.6,1.75,0.99,0.983
1.14,3,5310,1360,6630,8.13,599,565,1.28,6.92,1.02,13.4,0.254,0.99,0.984
2.09,6,6380,1390,6770,30.6,589,570,1.32,7.15,1.02,1.03,0.238,0.99,0.984
3.14,9,8380,1390,7040,60.3,581,578,1.39,7.53,1.02,12.1,0.24,0.99,0.984
4.16,12,14700,1550,7720,114,635,604,1.66,8.96,1.02,17,0.336,0.99,0.984
5.14,15,21600,1920,8460,175,702,634,2.09,11.2,1.03,24.9,0.493,0.99,0.984
6.18,18,29800,2310,8790,246,769,665,2.51,13.3,1.03,34.1,0.674,0.99,0.984
7.15,21,39000,2680,9120,332,819,686,2.99,15.7,1.04,43.7,0.866,0.99,0.984
8.21,24,51000,3090,9300,438,916,728,3.6,18.6,1.04,60,1.19,0.99,0.984
9.3,27,72800,3560,9740,645,1060,773,4.54,22.8,1.05,88.5,1.75,0.99,0.984
1.14,3,5020,1350,6620,7.52,594,564,1.26,6.85,1.02,18.1,0.251,0.99,0.985
2.09,6,6280,1390,6770,30.8,585,570,1.32,7.13,1.02,0,0.233,0.99,0.985
3.14,9,8380,1390,7050,60.3,580,577,1.39,7.52,1.02,12.1,0.239,0.99,0.985
4.16,12,14700,1550,7720,114,634,604,1.66,8.95,1.02,17,0.336,0.99,0.985
5.14,15,21600,1920,8470,175,701,634,2.09,11.1,1.03,24.9,0.492,0.99,0.985
6.18,18,29800,2310,8800,246,768,664,2.51,13.3,1.03,34,0.673,0.99,0.985
7.15,21,39000,2680,9120,332,818,686,2.98,15.6,1.04,43.6,0.864,0.99,0.985
8.21,24,51000,3090,9300,438,915,728,3.6,18.6,1.04,59.9,1.19,0.99,0.985
9.3,27,72800,3560,9740,645,1060,773,4.54,22.8,1.05,88.4,1.75,0.99,0.985
1.14,3,3820,1340,6620,6.83,563,559,1.22,6.62,1.02,22.7,0.218,0.99,0.986
2.09,6,6540,1390,6770,30.2,593,570,1.33,7.16,1.02,2.52,0.244,0.99,0.986
3.14,9,8380,1390,7050,60.3,579,577,1.39,7.51,1.02,12,0.238,0.99,0.986
4.16,12,14700,1550,7720,114,633,603,1.66,8.95,1.02,16.9,0.335,0.99,0.986
5.14,15,21600,1920,8470,175,700,634,2.09,11.1,1.03,24.8,0.491,0.99,0.986
6.18,18,29800,2310,8800,246,767,664,2.51,13.3,1.03,33.9,0.671,0.99,0.986
7.15,21,39000,2680,9120,332,817,686,2.98,15.6,1.04,43.6,0.863,0.99,0.986
8.21,24,51000,3090,9300,438,914,727,3.6,18.5,1.04,59.8,1.18,0.99,0.986
9.3,27,72800,3560,9740,645,1060,773,4.53,22.8,1.05,88.3,1.75,0.99,0.986
1.14,3,2660,1340,6620,6.69,529,554,1.19,6.4,1.02,22.2,0.178,0.99,0.987
2.09,6,6710,1380,6780,29.7,597,571,1.33,7.18,1.02,4.16,0.251,0.99,0.987
3.14,9,8380,1390,7050,60.3,578,577,1.39,7.51,1.02,12,0.238,0.99,0.987
4.16,12,14700,1550,7730,114,633,603,1.66,8.94,1.02,16.9,0.334,0.99,0.987
5.14,15,21600,1920,8470,175,699,634,2.09,11.1,1.03,24.7,0.49,0.99,0.987
6.18,18,29800,2310,8800,246,766,664,2.51,13.3,1.03,33.8,0.67,0.99,0.987
7.15,21,39000,2680,9120,332,816,686,2.98,15.6,1.04,43.5,0.861,0.99,0.987
8.21,24,51000,3090,9300,438,913,727,3.6,18.5,1.04,59.7,1.18,0.99,0.987
9.3,27,72800,3560,9740,645,1060,773,4.53,22.7,1.05,88.2,1.75,0.99,0.987
1.14,3,1690,1340,6620,6.98,495,549,1.15,6.2,1.02,17,0.135,0.99,0.988
2.09,6,6650,1390,6780,29.9,595,570,1.33,7.17,1.02,3.42,0.248,0.99,0.988
3.14,9,8380,1390,7050,60.3,577,577,1.39,7.5,1.02,12,0.237,0.99,0.988
4.16,12,14700,1550,7730,114,632,603,1.66,8.93,1.02,16.8,0.333,0.99,0.988
5.14,15,21600,1920,8470,175,698,633,2.09,11.1,1.03,24.7,0.489,0.99,0.988
6.18,18,29800,2310,8800,246,765,664,2.51,13.2,1.03,33.8,0.669,0.99,0.988
7.15,21,39000,2680,9120,332,815,685,2.98,15.6,1.04,43.4,0.859,0.99,0.988
8.21,24,51000,3090,9300,438,912,727,3.6,18.5,1.04,59.6,1.18,0.99,0.988
9.3,27,72800,3560,9740,645,1060,773,4.53,22.7,1.05,88.1,1.74,0.99,0.988
1.14,3,1330,1350,6630,7.27,480,547,1.14,6.11,1.02,13.1,0.114,0.99,0.989
2.09,6,6810,1380,6780,29.3,599,571,1.33,7.18,1.02,5.49,0.255,0.99,0.989
3.14,9,8380,1390,7060,60.3,577,577,1.39,7.49,1.02,11.9,0.236,0.99,0.989
4.16,12,14700,1550,7730,114,631,603,1.66,8.92,1.02,16.8,0.332,0.99,0.989
5.14,15,21600,1920,8470,175,697,633,2.09,11.1,1.03,24.6,0.488,0.99,0.989
6.18,18,29800,2310,8800,246,764,664,2.51,13.2,1.03,33.7,0.667,0.99,0.989
7.15,21,39000,2680,9120,332,814,685,2.98,15.6,1.04,43.3,0.858,0.99,0.989
8.21,24,51000,3090,9300,438,911,727,3.6,18.5,1.04,59.5,1.18,0.99,0.989
9.3,27,72800,3560,9740,645,1060,773,4.53,22.7,1.05,88,1.74,0.99,0.989
1.14,3,1190,1360,6640,8.01,468,546,1.13,6.08,1.02,4.88,0.095,0.99,0.99
2.09,6,6780,1380,6780,29.4,597,570,1.33,7.17,1.02,4.88,0.253,0.99,0.99
3.14,9,8380,1390,7060,60.3,576,577,1.39,7.48,1.02,11.9,0.236,0.99,0.99
4.16,12,14700,1550,7730,114,630,603,1.66,8.91,1.02,16.7,0.331,0.99,0.99
5.14,15,21600,1920,8470,175,696,633,2.09,11.1,1.03,24.6,0.487,0.99,0.99
6.18,18,29800,2310,8800,246,763,663,2.51,13.2,1.03,33.6,0.666,0.99,0.99
7.15,21,39000,2680,9120,332,813,685,2.98,15.6,1.04,43.2,0.856,0.99,0.99
8.21,24,51000,3090,9300,438,910,727,3.59,18.5,1.04,59.4,1.18,0.99,0.99
9.3,27,72800,3560,9750,645,1060,773,4.53,22.7,1.05,87.9,1.74,0.99,0.99
1.14,3,1510,1380,6650,9.09,474,548,1.15,6.15,1.02,1.88,0.101,0.99,0.991
2.09,6,6830,1380,6780,29.1,598,570,1.33,7.17,1.02,6.01,0.255,0.99,0.991
3.14,9,8380,1390,7060,60.3,575,577,1.39,7.48,1.02,11.9,0.235,0.99,0.991
4.16,12,14700,1550,7730,114,629,603,1.66,8.9,1.02,16.7,0.331,0.99,0.991
5.14,15,21600,1920,8470,175,695,633,2.09,11.1,1.03,24.5,0.485,0.99,0.991
6.18,18,29800,2310,8800,246,762,663,2.51,13.2,1.03,33.6,0.664,0.99,0.991
7.15,21,39000,2680,9120,332,812,685,2.98,15.5,1.04,43.2,0.855,0.99,0.991
8.21,24,51000,3090,9300,438,909,727,3.59,18.4,1.04,59.3,1.17,0.99,0.991
9.3,27,72800,3560,9750,645,1060,772,4.53,22.6,1.05,87.7,1.74,0.99,0.991
1.14,3,1750,1390,6660,9.66,480,549,1.16,6.2,1.02,1.07,0.106,0.99,0.992
2.09,6,6900,1380,6780,28.8,600,571,1.33,7.17,1.02,6.97,0.258,0.99,0.992
3.14,9,8380,1390,7060,60.3,574,576,1.39,7.47,1.02,11.8,0.234,0.99,0.992
4.16,12,14700,1550,7740,114,628,602,1.66,8.89,1.02,16.7,0.33,0.99,0.992
5.14,15,21600,1920,8470,175,694,633,2.09,11.1,1.03,24.5,0.484,0.99,0.992
6.18,18,29800,2310,8800,246,761,663,2.51,13.2,1.03,33.5,0.663,0.99,0.992
7.15,21,39000,2680,9120,332,811,685,2.98,15.5,1.04,43.1,0.853,0.99,0.992
8.21,24,51000,3090,9300,438,908,726,3.59,18.4,1.04,59.2,1.17,0.99,0.992
9.3,27,72800,3560,9750,645,1060,772,4.53,22.6,1.05,87.6,1.74,0.99,0.992
1.14,3,2370,1400,6670,10.5,497,552,1.18,6.33,1.02,0.11,0.125,0.99,0.993
2.09,6,6980,1370,6780,27.9,602,571,1.33,7.17,1.02,9.67,0.263,0.99,0.993
3.14,9,8380,1390,7070,60.3,573,576,1.39,7.46,1.02,11.8,0.234,0.99,0.993
4.16,12,14700,1550,7740,114,627,602,1.66,8.88,1.02,16.6,0.329,0.99,0.993
5.14,15,21600,1920,8470,175,693,633,2.09,11.1,1.03,24.4,0.483,0.99,0.993
6.18,18,29800,2310,8800,246,760,663,2.51,13.2,1.03,33.4,0.662,0.99,0.993
7.15,21,39000,2680,9120,332,810,685,2.98,15.5,1.04,43,0.851,0.99,0.993
8.21,24,51000,3090,9300,438,907,726,3.59,18.4,1.04,59.1,1.17,0.99,0.993
9.3,27,72800,3560,9750,645,1050,772,4.53,22.6,1.05,87.5,1.73,0.99,0.993
1.14,3,3470,1410,6680,11,528,557,1.23,6.56,1.02,0,0.163,0.99,0.994
2.09,6,6920,1380,6790,28.3,599,570,1.33,7.16,1.02,8.45,0.259,0.99,0.994
3.14,9,8380,1390,7070,60.3,573,576,1.39,7.45,1.02,11.8,0.233,0.99,0.994
4.16,12,14700,1550,7740,114,627,602,1.66,8.87,1.02,16.6,0.328,0.99,0.994
5.14,15,21600,1920,8470,175,692,632,2.09,11,1.03,24.4,0.482,0.99,0.994
6.18,18,29800,2310,8800,246,759,662,2.51,13.2,1.03,33.3,0.66,0.99,0.994
7.15,21,39000,2680,9120,332,809,684,2.98,15.5,1.04,42.9,0.85,0.99,0.994
8.21,24,51000,3090,9300,438,906,726,3.59,18.4,1.04,59,1.17,0.99,0.994
9.3,27,72800,3560,9750,645,1050,772,4.53,22.6,1.05,87.4,1.73,0.99,0.994
1.14,3,5530,1400,6680,10.3,587,565,1.29,6.92,1.02,0.488,0.234,0.99,0.995
2.09,6,6960,1370,6790,27.3,601,570,1.33,7.15,1.02,11.5,0.264,0.99,0.995
3.14,9,8380,1390,7070,60.3,572,576,1.39,7.45,1.02,11.7,0.232,0.99,0.995
4.16,12,14700,1550,7740,114,626,602,1.66,8.87,1.02,16.5,0.327,0.99,0.995
5.14,15,21600,1920,8470,175,691,632,2.09,11,1.03,24.3,0.481,0.99,0.995
6.18,18,29800,2310,8810,246,758,662,2.51,13.2,1.03,33.3,0.659,0.99,0.995
7.15,21,39000,2680,9120,332,808,684,2.98,15.5,1.04,42.8,0.848,0.99,0.995
8.21,24,51000,3090,9300,438,904,726,3.59,18.4,1.04,58.9,1.17,0.99,0.995
9.3,27,72800,3560,9750,645,1050,772,4.52,22.5,1.05,87.3,1.73,0.99,0.995
1.14,3,6640,1350,6650,7.22,629,568,1.31,7.04,1.02,19.2,0.299,0.99,0.996
2.09,6,6940,1370,6790,27.6,599,570,1.33,7.14,1.02,10.5,0.262,0.99,0.996
3.14,9,8380,1390,7080,60.3,571,576,1.39,7.44,1.02,11.7,0.232,0.99,0.996
4.16,12,14700,1550,7740,114,625,602,1.66,8.86,1.02,16.5,0.327,0.99,0.996
5.14,15,21600,1920,8480,175,690,632,2.09,11,1.03,24.3,0.48,0.99,0.996
6.18,18,29800,2310,8810,246,757,662,2.51,13.1,1.03,33.2,0.657,0.99,0.996
7.15,21,39000,2680,9120,332,807,684,2.98,15.5,1.04,42.8,0.847,0.99,0.996
8.21,24,51000,3090,9300,438,903,726,3.59,18.3,1.04,58.8,1.17,0.99,0.996
9.3,27,72800,3560,9750,645,1050,772,4.52,22.5,1.05,87.2,1.73,0.99,0.996
1.14,3,1710,1320,6630,5.75,498,548,1.15,6.15,1.02,25.5,0.148,0.99,0.997
2.09,6,6880,1370,6790,26.3,599,569,1.33,7.12,1.02,14.1,0.264,0.99,0.997
3.14,9,8380,1390,7080,60.3,570,576,1.39,7.43,1.02,11.7,0.231,0.99,0.997
4.16,12,14700,1550,7750,114,624,602,1.66,8.85,1.02,16.5,0.326,0.99,0.997
5.14,15,21600,1920,8480,175,689,632,2.09,11,1.03,24.2,0.479,0.99,0.997
6.18,18,29800,2310,8810,246,755,662,2.51,13.1,1.03,33.1,0.656,0.99,0.997
7.15,21,39000,2680,9120,332,806,684,2.98,15.4,1.04,42.7,0.845,0.99,0.997
8.21,24,51000,3090,9300,438,902,726,3.59,18.3,1.04,58.7,1.16,0.99,0.997
9.3,27,72800,3560,9750,645,1050,771,4.52,22.5,1.05,87.1,1.73,0.99,0.997
1.14,3,537,1350,6650,7.25,445,541,1.11,5.88,1.02,8.4,0.073,0.99,0.998
2.09,6,6770,1360,6790,25.7,596,569,1.32,7.09,1.02,15.7,0.262,0.99,0.998
3.14,9,8380,1390,7080,60.3,570,576,1.39,7.43,1.02,11.6,0.231,0.99,0.998
4.16,12,14700,1550,7750,114,623,602,1.66,8.84,1.02,16.4,0.325,0.99,0.998
5.14,15,21600,1920,8480,175,688,632,2.09,11,1.03,24.1,0.478,0.99,0.998
